15|10434|49|3|
15|16056|464|34|
15|7220|701|52|
16|3984|848|63|
16|16553|347|26|
16|6592|613|45|
16|10855|830|62|
16|5795|418|31|
16|11308|525|39|
16|11547|668|50|
16|9689|288|21|
16|4014|117|8|
17|6064|521|39|
17|3203|400|30|
17|4807|205|15|
17|5666|110|8|
17|4639|296|22|
17|4287|146|10|
17|1125|339|25|
17|17824|841|63|
17|13604|777|58|
18|3318|546|40|
18|5459|854|64|
18|8359|159|11|
18|15778|751|56|
18|11324|10|1|
18|9256|373|27|
18|11102|41|3|
18|4400|299|22|
18|16239|650|48|
19|11302|676|50|
19|9251|113|8|
19|16641|630|47|
19|4376|345|25|
19|6204|533|39|
19|8741|84|6|
19|9522|356|26|
19|14053|598|44|
19|10935|612|45|
20|12866|709|53|
20|18168|477|35|
20|12845|712|53|
20|13170|506|37|
20|4250|88|6|
20|11467|521|39|
20|6050|889|66|
20|16307|804|60|
20|12174|44|3|
21|9066|785|58|
21|5137|257|19|
21|15894|732|54|
21|3262|455|34|
21|13825|847|63|
21|14305|51|3|
21|11364|754|56|
21|14804|850|63|
21|14867|408|30|
22|12681|89|6|
22|17021|380|28|
22|4762|743|55|
22|6651|454|34|
22|515|891|66|
22|5661|752|56|
22|5421|154|11|
22|517|214|16|
22|2885|893|66|
23|650|263|19|
23|6033|118|8|
23|6699|347|26|
23|2529|690|51|
23|16837|292|21|
23|15898|396|29|
23|10885|82|6|
23|11721|666|49|
23|14830|225|16|
24|10858|816|61|
24|4510|461|34|
24|2992|27|2|
24|14118|179|13|
24|16665|242|18|
24|3930|89|6|
24|14397|423|31|
24|8432|512|38|
24|6615|19|1|
25|6758|89|6|
25|1467|385|28|
25|7810|889|66|
25|13781|113|8|
25|2364|723|54|
25|17034|690|51|
25|7718|715|53|
25|10147|726|54|
25|15097|259|19|
26|6853|490|36|
26|11439|762|57|
26|304|16|1|
26|9273|817|61|
26|5190|682|51|
26|554|857|64|
26|9202|464|34|
26|9574|555|41|
26|4884|667|50|
27|15208|514|38|
27|7648|840|63|
27|8058|217|16|
27|705|545|40|
27|11778|445|33|
27|1132|582|43|
27|9285|205|15|
27|15597|428|32|
27|2935|110|8|
28|7330|672|50|
28|1314|894|67|
28|1575|97|7|
28|6120|518|38|
28|1950|815|61|
28|9875|863|64|
28|8565|827|62|
28|12273|330|24|
28|10634|433|32|
29|10914|474|35|
29|10041|308|23|
29|352|459|34|
29|14506|712|53|
29|9418|686|51|
29|3723|832|62|
29|1917|25|1|
29|14760|34|2|
29|3215|272|20|
30|6922|490|36|
30|11827|461|34|
30|4776|67|5|
30|5593|62|4|
30|5214|609|45|
30|16226|43|3|
30|4118|712|53|
30|4150|609|45|
30|12565|602|45|
31|12140|51|3|
31|13882|596|44|
31|18325|43|3|
31|12780|528|39|
31|12923|762|57|
31|16383|601|45|
31|7081|581|43|
31|9134|287|21|
31|3725|418|31|
32|1223|549|41|
32|11534|799|59|
32|8073|218|16|
32|1658|182|13|
32|9841|531|39|
32|2997|705|52|
32|3472|886|66|
32|8571|506|37|
32|18480|249|18|
33|18128|486|36|
33|3033|433|32|
33|16469|637|47|
33|13765|369|27|
33|4388|847|63|
33|14511|710|53|
33|3545|458|34|
33|4342|801|60|
33|17861|501|37|
34|1420|823|61|
34|5236|48|3|
34|11375|649|48|
34|12817|414|31|
34|14513|152|11|
34|8094|125|9|
34|12684|4|1|
34|11062|856|64|
34|6938|406|30|
35|1595|527|39|
35|9353|152|11|
35|14458|871|65|
35|6190|180|13|
35|16291|377|28|
35|6635|572|42|
35|13741|218|16|
35|12353|587|44|
35|5104|783|58|
36|11921|129|9|
36|18414|16|1|
36|15039|448|33|
36|6760|785|58|
36|3498|40|3|
36|492|68|5|
36|1205|872|65|
36|18461|223|16|
36|10938|879|65|
37|9154|105|7|
37|3035|791|59|
37|9438|44|3|
37|8475|401|30|
37|11356|90|6|
37|16879|177|13|
37|10103|515|38|
37|15517|32|2|
37|3797|831|62|
38|10707|216|16|
38|9090|382|28|
38|12976|122|9|
38|13946|3|1|
38|6604|632|47|
38|1008|580|43|
38|1179|293|21|
38|2246|589|44|
38|6063|301|22|
39|7049|253|18|
39|4644|717|53|
39|5474|774|58|
39|4320|210|15|
39|16276|22|1|
39|14971|445|33|
39|11646|888|66|
39|15841|355|26|
39|11864|412|30|
40|14904|881|66|
40|10789|192|14|
40|17454|352|26|
40|16992|209|15|
40|11062|321|24|
40|16491|882|66|
40|8308|699|52|
40|11835|39|2|
40|12322|15|1|
41|7437|489|36|
41|5637|73|5|
41|6551|473|35|
41|14295|295|22|
41|11048|736|55|
41|1263|91|6|
41|5630|332|24|
41|10111|797|59|
41|17075|32|2|
42|10741|440|33|
42|10377|675|50|
42|10305|350|26|
42|11716|355|26|
42|3297|482|36|
42|5107|806|60|
42|1643|664|49|
42|14710|726|54|
42|2332|385|28|
43|2857|884|66|
43|2316|410|30|
43|8601|29|2|
43|12032|186|13|
43|3191|761|57|
43|9003|136|10|
43|15424|2|1|
43|7085|88|6|
43|8110|831|62|
44|12779|272|20|
44|5369|784|58|
44|1418|807|60|
44|15369|609|45|
44|15822|279|20|
44|17828|377|28|
44|2940|532|39|
44|13297|255|19|
44|16337|354|26|
45|4824|639|47|
45|1435|442|33|
45|11744|664|49|
45|4614|584|43|
45|6541|516|38|
45|7681|625|46|
45|4416|559|41|
45|17400|240|18|
45|5958|298|22|
46|7886|764|57|
46|5586|649|48|
46|8713|630|47|
46|16949|328|24|
46|104|738|55|
46|13245|322|24|
46|8851|313|23|
46|8777|547|41|
46|1520|49|3|
47|13493|666|49|
47|985|133|9|
47|10906|670|50|
47|1605|113|8|
47|13235|854|64|
47|15910|283|21|
47|9340|824|61|
47|8582|208|15|
47|14243|128|9|
48|1520|320|24|
48|1751|64|4|
48|2657|116|8|
48|6646|383|28|
48|7970|361|27|
48|9079|569|42|
48|9887|325|24|
48|998|360|27|
48|13559|765|57|
49|1407|23|1|
49|15719|366|27|
49|1842|706|52|
49|2767|239|17|
49|11582|698|52|
49|10075|724|54|
49|3995|611|45|
49|12500|486|36|
49|15004|250|18|
50|3835|152|11|
50|10150|851|63|
50|6854|267|20|
50|3143|48|3|
50|9349|408|30|
50|2485|840|63|
50|13808|587|44|
50|16850|276|20|
50|12770|714|53|
51|11123|229|17|
51|14894|449|33|
51|10597|768|57|
51|13457|651|48|
51|1136|553|41|
51|9580|584|43|
51|12833|18|1|
51|5979|567|42|
51|6361|672|50|
52|17242|288|21|
52|1313|887|66|
52|101|730|54|
52|13771|327|24|
52|12509|571|42|
52|2734|93|6|
52|17238|576|43|
52|8912|587|44|
52|6899|62|4|
53|5840|155|11|
53|5326|828|62|
53|16716|230|17|
53|6255|893|66|
53|12336|224|16|
53|18406|618|46|
53|5067|770|57|
53|104|702|52|
53|15166|553|41|
54|16625|346|25|
54|12724|425|31|
54|13198|240|18|
54|18065|605|45|
54|15313|495|37|
54|4056|267|20|
54|15368|608|45|
54|5301|118|8|
54|12196|809|60|
55|17782|431|32|
55|13774|492|36|
55|17372|524|39|
55|672|873|65|
55|18042|465|34|
55|15945|529|39|
55|2199|615|46|
55|8996|250|18|
55|9947|61|4|
56|11692|752|56|
56|2788|461|34|
56|8562|271|20|
56|4612|754|56|
56|10508|879|65|
56|12036|273|20|
56|5406|401|30|
56|13543|768|57|
56|6997|171|12|
57|9525|609|45|
57|1186|520|39|
57|12222|807|60|
57|11528|385|28|
57|16859|652|48|
57|5156|541|40|
57|15356|67|5|
57|13911|541|40|
57|3842|672|50|
58|8365|60|4|
58|14608|443|33|
58|18345|672|50|
58|17995|212|15|
58|17589|664|49|
58|6502|728|54|
58|5755|810|60|
58|13476|663|49|
58|519|560|42|
59|17154|891|66|
59|11408|33|2|
59|3207|500|37|
59|7988|877|65|
59|3962|834|62|
59|7199|152|11|
59|17381|787|59|
59|17403|370|27|
59|4537|660|49|
60|4337|351|26|
60|14421|680|51|
60|17062|335|25|
60|2970|358|26|
60|3239|386|28|
60|5373|584|43|
60|5613|732|54|
60|7147|187|14|
60|1421|61|4|
61|16098|469|35|
61|6723|178|13|
61|1197|715|53|
61|5476|533|39|
61|11878|373|27|
61|7453|524|39|
61|12979|820|61|
61|9024|267|20|
61|9549|253|18|
62|12286|721|54|
62|18154|85|6|
62|9899|857|64|
62|6704|220|16|
62|15318|511|38|
62|11755|147|11|
62|13322|58|4|
62|9944|896|67|
62|866|520|39|
63|819|101|7|
63|10872|621|46|
63|11765|822|61|
63|13850|518|38|
63|18311|292|21|
63|8057|491|36|
63|7319|569|42|
63|6826|609|45|
63|11019|167|12|
64|18432|167|12|
64|2639|172|12|
64|14649|153|11|
64|974|131|9|
64|12474|22|1|
64|442|566|42|
64|8860|378|28|
64|2367|841|63|
64|12164|83|6|
65|10179|761|57|
65|4077|448|33|
65|15587|201|15|
65|5767|414|31|
65|11920|765|57|
65|17743|547|41|
65|17387|193|14|
65|10209|431|32|
65|8858|16|1|
66|7004|403|30|
66|17271|707|53|
66|5189|55|4|
66|16062|774|58|
66|15202|153|11|
66|10784|540|40|
66|10764|451|33|
66|16290|795|59|
66|11132|633|47|
67|11636|239|17|
67|1212|453|33|
67|11852|463|34|
67|37|743|55|
67|9150|893|66|
67|12409|344|25|
67|18393|682|51|
67|1045|456|34|
67|8274|373|27|
68|4676|601|45|
68|15185|158|11|
68|13384|656|49|
68|7479|193|14|
68|9478|620|46|
68|5793|45|3|
68|3997|200|15|
68|3146|809|60|
68|2625|27|2|
69|8332|67|5|
69|1154|234|17|
69|7267|607|45|
69|11440|162|12|
69|4370|662|49|
69|17026|878|65|
69|17388|554|41|
69|12973|68|5|
69|311|558|41|
70|5814|379|28|
70|13169|409|30|
70|10281|631|47|
70|6002|225|16|
70|4378|877|65|
70|2572|181|13|
70|6918|340|25|
70|4716|604|45|
70|17872|473|35|
71|13439|375|28|
71|9633|815|61|
71|6437|873|65|
71|10748|273|20|
71|1001|411|30|
71|9600|188|14|
71|5354|64|4|
71|6975|106|7|
71|11054|164|12|
72|11898|713|53|
72|10030|614|46|
72|14592|238|17|
72|10002|584|43|
72|9060|734|55|
72|3225|879|65|
72|9201|286|21|
72|10425|67|5|
72|12292|288|21|
73|13889|642|48|
73|2119|529|39|
73|3628|838|62|
73|11751|668|50|
73|2281|682|51|
73|3562|30|2|
73|17325|338|25|
73|16410|530|39|
73|7057|560|42|
74|6582|58|4|
74|14328|302|22|
74|13553|745|55|
74|18229|472|35|
74|477|651|48|
74|3223|443|33|
74|9893|334|25|
74|6525|555|41|
74|10243|391|29|
75|15185|69|5|
75|11594|675|50|
75|14105|481|36|
75|10447|602|45|
75|12014|794|59|
75|17136|864|64|
75|8328|89|6|
75|18330|523|39|
75|14439|113|8|
76|1719|231|17|
76|4270|49|3|
76|10187|837|62|
76|17791|756|56|
76|1733|558|41|
76|14387|20|1|
76|7972|322|24|
76|1047|260|19|
76|3624|410|30|
77|17622|376|28|
77|9548|384|28|
77|17161|434|32|
77|14066|112|8|
77|4084|839|62|
77|15135|549|41|
77|14167|229|17|
77|12170|709|53|
77|4302|321|24|
78|12462|773|57|
78|11028|480|36|
78|14722|127|9|
78|1972|803|60|
78|16250|190|14|
78|3056|299|22|
78|229|522|39|
78|15460|776|58|
78|3044|337|25|
79|16817|693|51|
79|10568|427|32|
79|8797|599|44|
79|6425|154|11|
79|239|780|58|
79|10454|254|19|
79|9004|107|8|
79|9|182|13|
79|16028|182|13|
80|15508|360|27|
80|12004|769|57|
80|14256|137|10|
80|5980|479|35|
80|7681|709|53|
80|8981|274|20|
80|5045|611|45|
80|5849|319|23|
80|609|562|42|
81|308|779|58|
81|1497|839|62|
81|5056|897|67|
81|1499|412|30|
81|17801|251|18|
81|8660|329|24|
81|13440|217|16|
81|2896|534|40|
81|4081|802|60|
82|7864|588|44|
82|4533|600|45|
82|8871|653|48|
82|10875|408|30|
82|17996|175|13|
82|10181|787|59|
82|11320|159|11|
82|2819|277|20|
82|17110|826|61|
83|4368|443|33|
83|5287|377|28|
83|14615|343|25|
83|1667|748|56|
83|1071|377|28|
83|12116|874|65|
83|8434|130|9|
83|6459|30|2|
83|2474|44|3|
84|17560|150|11|
84|14151|751|56|
84|3084|640|48|
84|13665|294|22|
84|6468|649|48|
84|8238|487|36|
84|16595|1|1|
84|10862|338|25|
84|16107|479|35|
85|15722|393|29|
85|11845|378|28|
85|11773|50|3|
85|3140|567|42|
85|11581|319|23|
85|9967|28|2|
85|8603|263|19|
85|9756|671|50|
85|835|82|6|
86|2015|334|25|
86|4500|196|14|
86|11898|489|36|
86|4345|290|21|
86|11906|615|46|
86|2646|137|10|
86|10202|138|10|
86|13832|709|53|
86|13865|877|65|
87|14818|236|17|
87|12635|247|18|
87|8975|390|29|
87|15322|828|62|
87|1871|253|18|
87|678|716|53|
87|18140|482|36|
87|12094|658|49|
87|2344|21|1|
88|9319|511|38|
88|7955|399|29|
88|4606|594|44|
88|10622|496|37|
88|11052|625|46|
88|12777|428|32|
88|17356|849|63|
88|6260|680|51|
88|4822|409|30|
89|11732|592|44|
89|14629|578|43|
89|4470|739|55|
89|17357|702|52|
89|16624|413|30|
89|12682|897|67|
89|1312|428|32|
89|15019|13|1|
89|1230|384|28|
90|15738|595|44|
90|3714|197|14|
90|17891|491|36|
90|13971|550|41|
90|1260|343|25|
90|1289|660|49|
90|4474|699|52|
90|16685|894|67|
90|12778|445|33|
91|12955|437|32|
91|13163|744|55|
91|15030|622|46|
91|4164|823|61|
91|4753|136|10|
91|995|258|19|
91|2599|543|40|
91|10182|84|6|
91|7057|762|57|
92|10387|308|23|
92|913|227|17|
92|13438|768|57|
92|11914|284|21|
92|2889|523|39|
92|4573|49|3|
92|18226|757|56|
92|307|138|10|
92|11232|766|57|
93|8600|826|61|
93|13139|739|55|
93|12943|804|60|
93|1006|516|38|
93|3788|64|4|
93|2460|862|64|
93|18028|216|16|
93|1702|72|5|
93|5053|255|19|
94|441|686|51|
94|696|47|3|
94|16392|546|40|
94|12658|168|12|
94|16199|325|24|
94|16728|665|49|
94|4676|707|53|
94|403|222|16|
94|17551|317|23|
95|9987|484|36|
95|3493|612|45|
95|4434|26|1|
95|1492|495|37|
95|7132|746|55|
95|1077|521|39|
95|3073|717|53|
95|6208|508|38|
95|4955|4|1|
96|10393|94|7|
96|13283|158|11|
96|7647|298|22|
96|9599|550|41|
96|11626|364|27|
96|16829|480|36|
96|4676|287|21|
96|14719|410|30|
96|10914|520|39|
97|5388|892|66|
97|7194|405|30|
97|12961|113|8|
97|6284|710|53|
97|6620|434|32|
97|8343|380|28|
97|14861|790|59|
97|12996|856|64|
97|14986|84|6|
98|12100|404|30|
98|1363|181|13|
98|16668|218|16|
98|5418|860|64|
98|4595|209|15|
98|1214|381|28|
98|15545|162|12|
98|7016|344|25|
98|12649|273|20|
99|7250|557|41|
99|16696|405|30|
99|1969|469|35|
99|12230|666|49|
99|3466|666|49|
99|1593|192|14|
99|6589|689|51|
99|6669|616|46|
99|5100|284|21|
100|11569|103|7|
100|13072|312|23|
100|15828|1|1|
100|12897|265|19|
100|12093|752|56|
100|3232|10|1|
100|2598|785|58|
100|2140|544|40|
100|2159|540|40|
101|8080|426|31|
101|4910|119|8|
101|6875|708|53|
101|16044|627|47|
101|12744|336|25|
101|14099|606|45|
101|1781|558|41|
101|14965|661|49|
101|5924|700|52|
102|17543|252|18|
102|16662|900|67|
102|840|47|3|
102|17545|825|61|
102|13032|796|59|
102|1583|424|31|
102|3574|381|28|
102|3096|617|46|
102|162|261|19|
103|4564|622|46|
103|7801|865|64|
103|10969|611|45|
103|15878|122|9|
103|7004|747|56|
103|6192|834|62|
103|6614|810|60|
103|3529|884|66|
103|6133|323|24|
104|9079|843|63|
104|5244|94|7|
104|1953|146|10|
104|9813|822|61|
104|4134|859|64|
104|6268|621|46|
104|17405|231|17|
104|16473|2|1|
104|8202|285|21|
105|15695|347|26|
105|14399|757|56|
105|14255|81|6|
105|4712|846|63|
105|2825|478|35|
105|10176|404|30|
105|11567|182|13|
105|10498|770|57|
105|1261|586|43|
106|3428|485|36|
106|13557|533|39|
106|6326|115|8|
106|9802|100|7|
106|3677|563|42|
106|255|116|8|
106|14193|252|18|
106|5284|111|8|
106|12754|544|40|
107|9129|34|2|
107|8146|321|24|
107|6600|9|1|
107|18096|707|53|
107|7124|294|22|
107|10994|747|56|
107|4557|626|46|
107|229|52|3|
107|2806|669|50|
108|9195|601|45|
108|10594|520|39|
108|4203|117|8|
108|2313|335|25|
108|8064|16|1|
108|16051|504|37|
108|13969|729|54|
108|8216|59|4|
108|1824|91|6|
109|14509|711|53|
109|14377|768|57|
109|2485|672|50|
109|13911|124|9|
109|15625|724|54|
109|5707|862|64|
109|2351|191|14|
109|6224|305|22|
109|2976|123|9|
110|16823|143|10|
110|16436|480|36|
110|9372|224|16|
110|5206|135|10|
110|11939|887|66|
110|2290|248|18|
110|12110|37|2|
110|7520|717|53|
110|2552|376|28|
111|13339|698|52|
111|3578|588|44|
111|14173|197|14|
111|12370|848|63|
111|12267|399|29|
111|13084|30|2|
111|15798|605|45|
111|2428|610|45|
111|3638|533|39|
112|1674|116|8|
112|10402|7|1|
112|1803|804|60|
112|16752|555|41|
112|9060|626|46|
112|18351|31|2|
112|6560|869|65|
112|12551|378|28|
112|11955|358|26|
113|15860|429|32|
113|1580|213|15|
113|14722|814|61|
113|4898|190|14|
113|17953|749|56|
113|5111|50|3|
113|8408|847|63|
113|2524|546|40|
113|4142|363|27|
114|525|608|45|
114|2310|649|48|
114|960|478|35|
114|16344|856|64|
114|3903|606|45|
114|885|530|39|
114|18417|734|55|
114|13680|828|62|
114|5103|839|62|
115|817|410|30|
115|12996|170|12|
115|16357|852|63|
115|2479|272|20|
115|10328|623|46|
115|8290|670|50|
115|7763|359|26|
115|12869|466|34|
115|9548|841|63|
116|15250|325|24|
116|7942|45|3|
116|920|40|3|
116|2869|560|42|
116|6704|254|19|
116|16901|519|38|
116|5594|95|7|
116|8197|143|10|
116|1568|693|51|
117|3858|419|31|
117|13799|206|15|
117|1702|495|37|
117|8175|471|35|
117|11369|95|7|
117|7572|322|24|
117|8591|23|1|
117|12102|308|23|
117|10233|237|17|
118|226|631|47|
118|15583|568|42|
118|3141|288|21|
118|11687|825|61|
118|25|211|15|
118|12071|20|1|
118|14900|655|49|
118|7016|350|26|
118|12356|899|67|
119|4214|676|50|
119|2654|552|41|
119|5219|65|4|
119|5542|117|8|
119|11158|89|6|
119|17659|60|4|
119|17915|519|38|
119|17694|751|56|
119|12187|141|10|
120|12800|42|3|
120|764|3|1|
120|13145|352|26|
120|12150|182|13|
120|11940|574|43|
120|2338|187|14|
120|3085|541|40|
120|15366|514|38|
120|17066|554|41|
121|2220|275|20|
121|11628|31|2|
121|4358|175|13|
121|4780|228|17|
121|9966|360|27|
121|10114|739|55|
121|9464|587|44|
121|11002|312|23|
121|1792|450|33|
122|14670|655|49|
122|10018|112|8|
122|8463|497|37|
122|6446|761|57|
122|15501|662|49|
122|5025|800|60|
122|8524|255|19|
122|5231|370|27|
122|2866|321|24|
123|1720|70|5|
123|11954|484|36|
123|5277|188|14|
123|518|445|33|
123|4958|241|18|
123|17910|230|17|
123|13697|72|5|
123|8676|665|49|
123|15793|63|4|
124|17671|24|1|
124|16169|91|6|
124|2682|538|40|
124|8391|299|22|
124|8681|189|14|
124|2508|335|25|
124|989|277|20|
124|17059|652|48|
124|9731|769|57|
125|9873|830|62|
125|3089|522|39|
125|15154|416|31|
125|6273|74|5|
125|15763|624|46|
125|8219|735|55|
125|763|614|46|
125|2143|891|66|
125|11491|93|6|
126|7350|75|5|
126|9866|432|32|
126|11687|442|33|
126|534|409|30|
126|16271|368|27|
126|7451|893|66|
126|5311|833|62|
126|13097|490|36|
126|16132|711|53|
127|1763|838|62|
127|3361|663|49|
127|8750|207|15|
127|15519|527|39|
127|8914|836|62|
127|13035|873|65|
127|12091|238|17|
127|11813|809|60|
127|15913|569|42|
128|5435|777|58|
128|10933|661|49|
128|1566|820|61|
128|16772|888|66|
128|5746|306|22|
128|4980|507|38|
128|18298|67|5|
128|10145|307|23|
128|7533|717|53|
129|14708|48|3|
129|16974|471|35|
129|10775|899|67|
129|7366|139|10|
129|11574|209|15|
129|17983|75|5|
129|11394|579|43|
129|7203|725|54|
129|701|692|51|
130|10953|668|50|
130|10622|559|41|
130|15636|660|49|
130|5555|528|39|
130|14350|483|36|
130|10690|356|26|
130|6423|706|52|
130|7725|820|61|
130|2257|336|25|
131|8724|580|43|
131|672|730|54|
131|2338|324|24|
131|14919|397|29|
131|12324|303|22|
131|1889|114|8|
131|192|789|59|
131|16798|447|33|
131|4386|775|58|
132|4525|507|38|
132|4259|678|50|
132|10122|456|34|
132|7869|633|47|
132|13415|158|11|
132|7048|658|49|
132|16750|747|56|
132|14219|413|30|
132|8827|495|37|
133|7733|149|11|
133|9804|343|25|
133|2102|865|64|
133|14252|464|34|
133|7788|509|38|
133|5476|864|64|
133|12283|148|11|
133|1362|888|66|
133|3856|347|26|
134|18510|251|18|
134|378|876|65|
134|2081|557|41|
134|8547|714|53|
134|15891|22|1|
134|17279|544|40|
134|10487|841|63|
134|1188|274|20|
134|2004|604|45|
135|1188|214|16|
135|9680|510|38|
135|15283|521|39|
135|9230|595|44|
135|11834|555|41|
135|10554|297|22|
135|11479|356|26|
135|13166|1|1|
135|5278|15|1|
136|7029|805|60|
136|4498|700|52|
136|12063|250|18|
136|13039|426|31|
136|13460|845|63|
136|17782|487|36|
136|2032|538|40|
136|1746|413|30|
136|3030|700|52|
137|15118|64|4|
137|9375|875|65|
137|7038|223|16|
137|18043|593|44|
137|4591|855|64|
137|5798|212|15|
137|7290|68|5|
137|11611|74|5|
137|8353|175|13|
138|4879|593|44|
138|2042|714|53|
138|12080|679|50|
138|4661|206|15|
138|12119|37|2|
138|17211|140|10|
138|14505|22|1|
138|17228|374|28|
138|16320|207|15|
139|14387|46|3|
139|4127|852|63|
139|10691|798|59|
139|15635|602|45|
139|9118|866|64|
139|2057|409|30|
139|1179|624|46|
139|351|727|54|
139|10574|609|45|
140|11484|402|30|
140|12025|710|53|
140|14662|861|64|
140|15343|752|56|
140|11428|1|1|
140|10707|128|9|
140|2423|364|27|
140|17996|166|12|
140|9284|307|23|
141|13824|346|25|
141|14373|440|33|
141|6924|459|34|
141|12121|539|40|
141|12697|676|50|
141|17109|507|38|
141|10679|96|7|
141|16959|854|64|
141|11867|625|46|
142|14841|689|51|
142|3235|256|19|
142|11799|125|9|
142|9157|445|33|
142|11670|714|53|
142|14199|783|58|
142|3060|20|1|
142|11877|352|26|
142|3979|827|62|
143|11285|769|57|
143|891|230|17|
143|12905|215|16|
143|14879|773|57|
143|8326|334|25|
143|16122|831|62|
143|1733|418|31|
143|17067|145|10|
143|14317|843|63|
144|7126|445|33|
144|3816|120|9|
144|11089|230|17|
144|6745|432|32|
144|9633|151|11|
144|11744|267|20|
144|14436|374|28|
144|11825|13|1|
144|17352|341|25|
145|12351|327|24|
145|13675|373|27|
145|12758|836|62|
145|232|851|63|
145|13965|135|10|
145|45|736|55|
145|6621|725|54|
145|10003|99|7|
145|376|404|30|
146|11572|434|32|
146|17403|289|21|
146|17933|458|34|
146|8664|333|24|
146|12162|20|1|
146|5837|273|20|
146|12952|834|62|
146|10020|443|33|
146|5640|639|47|
147|7347|204|15|
147|15376|501|37|
147|2634|754|56|
147|10823|467|35|
147|14836|439|32|
147|13530|318|23|
147|602|18|1|
147|4484|719|53|
147|10136|537|40|
148|306|888|66|
148|14515|400|30|
148|6100|346|25|
148|7604|43|3|
148|14995|780|58|
148|1764|324|24|
148|2055|669|50|
148|5293|856|64|
148|12076|589|44|
149|6253|581|43|
149|16759|165|12|
149|9950|657|49|
149|1436|645|48|
149|12103|617|46|
149|1046|5|1|
149|15831|72|5|
149|11976|6|1|
149|14720|319|23|
150|8928|835|62|
150|10638|117|8|
150|3572|818|61|
150|2968|133|9|
150|2608|68|5|
150|14265|202|15|
150|2501|657|49|
150|3037|657|49|
150|6079|286|21|
151|12676|58|4|
151|18152|545|40|
151|2903|684|51|
151|17115|673|50|
151|3970|862|64|
151|10245|707|53|
151|11159|571|42|
151|10801|621|46|
151|4661|751|56|
152|1206|409|30|
152|2155|848|63|
152|7259|594|44|
152|11817|218|16|
152|16108|413|30|
152|4899|716|53|
152|12987|325|24|
152|7056|6|1|
152|11861|525|39|
153|13766|784|58|
153|12614|837|62|
153|10393|345|25|
153|13691|276|20|
153|12200|868|65|
153|11873|289|21|
153|1057|478|35|
153|14146|251|18|
153|2898|70|5|
154|5896|857|64|
154|14901|768|57|
154|11094|119|8|
154|10645|542|40|
154|2553|409|30|
154|15268|293|21|
154|15231|541|40|
154|11658|828|62|
154|17053|591|44|
155|12009|187|14|
155|18138|324|24|
155|16154|785|58|
155|11797|665|49|
155|1973|585|43|
155|1236|384|28|
155|15170|771|57|
155|10599|736|55|
155|12031|516|38|
156|10119|400|30|
156|12745|890|66|
156|13425|101|7|
156|9630|787|59|
156|6546|625|46|
156|12052|615|46|
156|6042|192|14|
156|2052|371|27|
156|11930|173|12|
157|15922|171|12|
157|2481|849|63|
